"","comname","est_year","season","COGy","COGx"
"911","butterfish",1993,"Spring",38.0736480398343,-73.1785617203498
"912","butterfish",1993,"Fall",39.9512393088851,-71.3142197191641
"913","butterfish",1994,"Spring",38.2930280978255,-72.2388086441766
"914","butterfish",1994,"Fall",39.5248894116003,-72.0654176690032
"915","butterfish",1995,"Spring",40.2331468805882,-68.2136971804287
"916","butterfish",1995,"Fall",40.4887744958973,-70.3448720130351
"917","butterfish",1996,"Spring",39.3449091351502,-71.5153450431278
"918","butterfish",1996,"Fall",40.0637230990502,-71.7383376962975
"919","butterfish",1997,"Spring",39.3595601987892,-72.1871434972089
"920","butterfish",1997,"Fall",39.9067268869719,-70.9229116126097
"921","butterfish",1998,"Spring",39.5116168728812,-71.3606707775851
"922","butterfish",1998,"Fall",39.5228558890577,-71.0773739008129
"923","butterfish",1999,"Spring",39.4500624027018,-72.1175517666727
"924","butterfish",1999,"Fall",40.5493634097014,-70.5379436273525
"925","butterfish",2000,"Spring",39.7106496369211,-71.2073170446339
"926","butterfish",2000,"Fall",40.2872741793245,-71.1379330963263
"927","butterfish",2001,"Spring",39.6440159370765,-71.3946610587764
"928","butterfish",2001,"Fall",40.1661872211173,-70.3276786183354
"929","butterfish",2002,"Spring",39.813946292422,-71.7984727516613
"930","butterfish",2002,"Fall",38.8833626552168,-72.2753751229679
"931","butterfish",2003,"Spring",39.429259834329,-70.9810189113086
"932","butterfish",2003,"Fall",37.2966342485217,-73.8088368004787
"933","butterfish",2004,"Spring",36.5670957759218,-74.6857686500737
"934","butterfish",2004,"Fall",39.4489494553824,-71.6995302704128
"935","butterfish",2005,"Spring",39.4363910108715,-71.8454471686011
"936","butterfish",2005,"Fall",39.1700845817533,-72.7392516452328
"937","butterfish",2006,"Spring",39.2089115111186,-72.3903559121949
"938","butterfish",2006,"Fall",40.2812488050554,-70.789303690994
"939","butterfish",2007,"Spring",39.8691650879035,-70.5515598331843
"940","butterfish",2007,"Fall",39.9831904509996,-70.797630116536
"941","butterfish",2008,"Spring",39.2041422003086,-72.9214208000364
"942","butterfish",2008,"Fall",39.0773802572372,-72.655512639547
"943","butterfish",2009,"Spring",39.9654265815549,-71.0464481192251
"944","butterfish",2009,"Fall",38.0231717320616,-73.1911134676789
"945","butterfish",2010,"Spring",37.6977122162559,-73.657088401806
"946","butterfish",2010,"Fall",38.2050525160426,-73.1532340957617
"947","butterfish",2011,"Spring",39.3332231259693,-71.6422366826697
"948","butterfish",2011,"Fall",37.8303121751618,-73.4251834919809
"949","butterfish",2012,"Spring",39.9328606565585,-70.9050161415689
"950","butterfish",2012,"Fall",41.1227316742409,-69.4440892403507
"951","butterfish",2013,"Spring",39.7432732793948,-70.8736348896505
"952","butterfish",2013,"Fall",38.5039880777794,-72.3542241997472
"953","butterfish",2014,"Spring",39.602403965536,-71.8232129461768
"954","butterfish",2014,"Fall",39.9047106377884,-71.5268205951619
"955","butterfish",2015,"Spring",39.7319940987325,-70.6976992211076
"956","butterfish",2015,"Fall",38.7725316916419,-72.2638140956343
"957","butterfish",2016,"Spring",39.9582282855999,-70.9651052266664
"958","butterfish",2016,"Fall",41.2646945827222,-70.2471703868719
"959","butterfish",2017,"Spring",38.7785128791026,-72.5256274938202
"960","butterfish",2017,"Fall",42.4280588282554,-69.2697846316551
"961","butterfish",2018,"Spring",39.6684954603453,-71.2726238552955
"962","butterfish",2018,"Fall",37.1547059507548,-74.0645456722733
"963","butterfish",2019,"Spring",37.0445175242024,-73.611639108072
"964","butterfish",2019,"Fall",38.9585771863935,-72.1823709044408
"965","fawn cusk-eel",1970,"Spring",38.7507056876208,-73.0986663557532
"966","fawn cusk-eel",1970,"Fall",39.6512245100959,-70.852760165015
"967","fawn cusk-eel",1971,"Spring",39.406172962963,-72.0456787777778
"968","fawn cusk-eel",1971,"Fall",39.7641410805389,-71.6697992057904
"969","fawn cusk-eel",1972,"Spring",39.0277778055556,-71.8018519166667
"970","fawn cusk-eel",1972,"Fall",39.7904737183406,-71.6628561990327
"971","fawn cusk-eel",1973,"Spring",40.3329431234872,-68.6344560709007
"972","fawn cusk-eel",1973,"Fall",39.2241360752953,-71.2940942217363
"973","fawn cusk-eel",1974,"Spring",40.0345665864906,-70.4402609908225
"974","fawn cusk-eel",1974,"Fall",40.0000477025122,-71.8163884759189
"975","fawn cusk-eel",1975,"Spring",39.9847477366243,-70.7431277737016
"976","fawn cusk-eel",1975,"Fall",40.6855281719697,-67.7102041326891
"977","fawn cusk-eel",1976,"Spring",39.8256827836249,-70.9504026226575
"978","fawn cusk-eel",1976,"Fall",40.178452469349,-70.8551122322167
"979","fawn cusk-eel",1977,"Spring",40.2567915200831,-68.9951267646268
"980","fawn cusk-eel",1977,"Fall",39.9645424685876,-70.7889306352727
"981","fawn cusk-eel",1978,"Spring",39.197444245894,-72.5700261017639
"982","fawn cusk-eel",1978,"Fall",39.4217119674753,-71.451011895338
"983","fawn cusk-eel",1979,"Spring",39.4919904312633,-72.1847815466027
"984","fawn cusk-eel",1979,"Fall",39.5744609270147,-71.5908323367617
"985","fawn cusk-eel",1980,"Spring",39.9860022774298,-70.7246861398212
"986","fawn cusk-eel",1980,"Fall",39.5263477905921,-72.0219582264959
"987","fawn cusk-eel",1981,"Spring",40.0534619436708,-70.066292785636
"988","fawn cusk-eel",1981,"Fall",39.4687203632123,-71.3913061759032
"989","fawn cusk-eel",1982,"Spring",39.279937295892,-71.6218724093994
"990","fawn cusk-eel",1982,"Fall",39.8463330591322,-71.8156957222061
"991","fawn cusk-eel",1983,"Spring",39.9062393016042,-70.6683720362633
"992","fawn cusk-eel",1983,"Fall",39.3977747578583,-72.3446556799828
"993","fawn cusk-eel",1984,"Spring",40.4299422391047,-68.0513270244404
"994","fawn cusk-eel",1984,"Fall",39.106137003928,-72.4183939227856
"995","fawn cusk-eel",1985,"Spring",40.1553746459682,-70.583363653118
"996","fawn cusk-eel",1985,"Fall",39.9243719808675,-71.0137585092471
"997","fawn cusk-eel",1986,"Spring",39.6808676118648,-71.0128080342362
"998","fawn cusk-eel",1986,"Fall",40.0913572938481,-70.5109475144026
"999","fawn cusk-eel",1987,"Spring",40.0578207598605,-70.7858074559667
"1000","fawn cusk-eel",1987,"Fall",40.0851081677514,-70.6550095542002
"1001","fawn cusk-eel",1988,"Spring",39.9638134201461,-69.8628777285533
"1002","fawn cusk-eel",1988,"Fall",39.7999371587462,-71.8205056472165
"1003","fawn cusk-eel",1989,"Spring",39.9622943314343,-70.0725964433743
"1004","fawn cusk-eel",1989,"Fall",39.9847962373908,-71.2005119355941
"1005","fawn cusk-eel",1990,"Spring",39.9697965036376,-71.3598446108434
"1006","fawn cusk-eel",1990,"Fall",40.1854189433833,-69.6431926983683
"1007","fawn cusk-eel",1991,"Spring",39.4187262480455,-70.6779101309016
"1008","fawn cusk-eel",1991,"Fall",39.7253198510158,-71.4661773972911
"1009","fawn cusk-eel",1992,"Spring",39.36440937182,-72.0156506098661
"1010","fawn cusk-eel",1992,"Fall",40.0332692744117,-69.835551604402
"1011","fawn cusk-eel",1993,"Spring",39.7708482643667,-71.608688200908
"1012","fawn cusk-eel",1993,"Fall",40.1852475834774,-70.2455576326421
"1013","fawn cusk-eel",1994,"Spring",40.3113460740642,-68.963270247754
"1014","fawn cusk-eel",1994,"Fall",39.2338487758995,-71.6214741297718
"1015","fawn cusk-eel",1995,"Spring",40.1968627249223,-69.8486271477033
"1016","fawn cusk-eel",1995,"Fall",39.714814756009,-70.943051249929
"1017","fawn cusk-eel",1996,"Spring",39.4683545879147,-71.0355068579959
"1018","fawn cusk-eel",1996,"Fall",39.9200179109701,-71.0703311193845
"1019","fawn cusk-eel",1997,"Spring",38.877774999174,-71.3311215449131
"1020","fawn cusk-eel",1997,"Fall",40.0543507912714,-70.4071072971918
"1021","fawn cusk-eel",1998,"Spring",39.908197955415,-69.0740421099054
"1022","fawn cusk-eel",1998,"Fall",39.8638339844539,-70.2912775089842
"1023","fawn cusk-eel",1999,"Spring",39.3220366535107,-71.3980711297034
"1024","fawn cusk-eel",1999,"Fall",38.7411852773341,-72.0986076768594
"1025","fawn cusk-eel",2000,"Spring",40.2822270610303,-70.5743716869364
"1026","fawn cusk-eel",2000,"Fall",40.5707545007887,-68.0078398439095
"1027","fawn cusk-eel",2001,"Spring",40.0457298531648,-71.2014811523113
"1028","fawn cusk-eel",2001,"Fall",40.0695628737782,-71.1453648629483
"1029","fawn cusk-eel",2002,"Spring",40.2417297270658,-69.100265536345
"1030","fawn cusk-eel",2002,"Fall",39.3083794525305,-71.6318242919038
"1031","fawn cusk-eel",2003,"Spring",40.2409976414323,-70.8157804736842
"1032","fawn cusk-eel",2003,"Fall",39.7832769051275,-71.7308995338729
"1033","fawn cusk-eel",2004,"Spring",38.9301666296638,-72.7301742222478
"1034","fawn cusk-eel",2004,"Fall",39.1433021317588,-72.1262246349198
"1035","fawn cusk-eel",2005,"Spring",39.2851284856487,-71.9972557974742
"1036","fawn cusk-eel",2005,"Fall",38.7168563316175,-72.7059216117624
"1037","fawn cusk-eel",2006,"Spring",40.0530521930814,-71.0416696860273
"1038","fawn cusk-eel",2006,"Fall",39.2680156476114,-72.0243649149362
"1039","fawn cusk-eel",2007,"Spring",40.1614930691479,-69.5000646605173
"1040","fawn cusk-eel",2007,"Fall",39.3946160730782,-71.9983041989893
"1041","fawn cusk-eel",2008,"Spring",40.2191113490115,-69.9879933969727
"1042","fawn cusk-eel",2008,"Fall",39.4848932650722,-71.2472454220038
"1043","fawn cusk-eel",2009,"Spring",40.1214039346214,-69.0389759916102
"1044","fawn cusk-eel",2009,"Fall",39.4035460822972,-71.7823155485395
"1045","fawn cusk-eel",2010,"Spring",39.2035649241507,-71.9286034631593
"1046","fawn cusk-eel",2010,"Fall",40.1853204396677,-69.9011660870796
"1047","fawn cusk-eel",2011,"Spring",40.2040376409697,-69.3103300138971
"1048","fawn cusk-eel",2011,"Fall",39.4381665159843,-71.1855220581791
"1049","fawn cusk-eel",2012,"Spring",39.9834499333285,-71.2193810908343
"1050","fawn cusk-eel",2012,"Fall",39.7507012796622,-70.6220378431338
"1051","fawn cusk-eel",2013,"Spring",39.4944976898942,-70.5801623456464
"1052","fawn cusk-eel",2013,"Fall",39.4081868260526,-71.5298424543551
"1053","fawn cusk-eel",2014,"Spring",39.5920264164495,-71.4219629694454
"1054","fawn cusk-eel",2014,"Fall",39.776764971889,-70.5838595308395
"1055","fawn cusk-eel",2015,"Spring",39.684676419772,-70.1894924886815
"1056","fawn cusk-eel",2015,"Fall",39.4843001012571,-71.6285942939582
"1057","fawn cusk-eel",2016,"Spring",40.024009249895,-70.4541293136198
"1058","fawn cusk-eel",2016,"Fall",39.0005960540264,-71.7363951626952
"1059","fawn cusk-eel",2017,"Spring",39.6523219373182,-70.1046231146111
"1060","fawn cusk-eel",2017,"Fall",40.6529686101248,-67.3062730101368
"1061","fawn cusk-eel",2018,"Spring",39.8368708146393,-71.1033871734152
"1062","fawn cusk-eel",2018,"Fall",39.5058988247231,-71.4875487265817
"1063","fawn cusk-eel",2019,"Spring",39.3747281539088,-72.0593204559049
"1064","fawn cusk-eel",2019,"Fall",39.5662465710975,-71.7571031951078
"1065","fourspot flounder",1970,"Spring",39.7655122789474,-70.6443097636637
"1066","fourspot flounder",1970,"Fall",40.2363917694321,-70.9115574115414
"1067","fourspot flounder",1971,"Spring",40.1938491720985,-71.0893581905862
"1068","fourspot flounder",1971,"Fall",39.7000587200973,-72.1311666496958
"1069","fourspot flounder",1972,"Spring",40.0317817084736,-70.7555325010882
"1070","fourspot flounder",1972,"Fall",39.9035296150484,-71.1777903660137
"1071","fourspot flounder",1973,"Spring",39.9378596306273,-71.3616079716521
"1072","fourspot flounder",1973,"Fall",39.9165445847052,-71.7570655005276
"1073","fourspot flounder",1974,"Spring",40.2938988315179,-69.420971061814
"1074","fourspot flounder",1974,"Fall",40.1582707060816,-71.4267945376878
"1075","fourspot flounder",1975,"Spring",40.158327887969,-70.2937258971727
"1076","fourspot flounder",1975,"Fall",40.0607768718134,-70.7561715819262
"1077","fourspot flounder",1976,"Spring",40.1670524908143,-70.5123981643226
"1078","fourspot flounder",1976,"Fall",40.4371932594122,-71.1696401637437
"1079","fourspot flounder",1977,"Spring",39.7282000747027,-71.0966846940257
"1080","fourspot flounder",1977,"Fall",40.377963196934,-70.9812855038578
"1081","fourspot flounder",1978,"Spring",39.5790888953896,-71.9138822368746
"1082","fourspot flounder",1978,"Fall",40.4460306616035,-70.3606268131498
"1083","fourspot flounder",1979,"Spring",40.1953039192598,-71.079886185145
"1084","fourspot flounder",1979,"Fall",40.5196363110026,-70.8486772084111
"1085","fourspot flounder",1980,"Spring",40.1230627430573,-70.5392150901876
"1086","fourspot flounder",1980,"Fall",40.0125690506391,-71.4394144195245
"1087","fourspot flounder",1981,"Spring",40.00404397051,-70.6860275384729
"1088","fourspot flounder",1981,"Fall",39.9758563973135,-71.8714786753541
"1089","fourspot flounder",1982,"Spring",40.0571517424389,-70.7966031794032
"1090","fourspot flounder",1982,"Fall",39.8484416906583,-71.6441414009385
"1091","fourspot flounder",1983,"Spring",40.1269458931876,-69.9096998266529
"1092","fourspot flounder",1983,"Fall",40.2672935064559,-71.2804032085746
"1093","fourspot flounder",1984,"Spring",39.9622563896426,-70.8991732929426
"1094","fourspot flounder",1984,"Fall",40.3675928108358,-71.3368544619973
"1095","fourspot flounder",1985,"Spring",40.2106346203933,-69.8226714488501
"1096","fourspot flounder",1985,"Fall",40.1939908544688,-71.0195300985566
"1097","fourspot flounder",1986,"Spring",40.0790432959975,-70.6338923954435
"1098","fourspot flounder",1986,"Fall",40.3731301106565,-71.2967026033608
"1099","fourspot flounder",1987,"Spring",40.0996418313312,-70.8736580498744
"1100","fourspot flounder",1987,"Fall",40.5493726382552,-70.9309475177973
"1101","fourspot flounder",1988,"Spring",39.933434755646,-71.1821423182525
"1102","fourspot flounder",1988,"Fall",40.2527052826585,-70.8362050784555
"1103","fourspot flounder",1989,"Spring",39.8740993415066,-71.1811670192331
"1104","fourspot flounder",1989,"Fall",40.4920489147336,-70.3584724246882
"1105","fourspot flounder",1990,"Spring",40.0095270678084,-70.5433299958665
"1106","fourspot flounder",1990,"Fall",40.2396098935824,-70.8570093170953
"1107","fourspot flounder",1991,"Spring",39.9507640956283,-70.7396719832147
"1108","fourspot flounder",1991,"Fall",40.4012733504297,-70.4230335903602
"1109","fourspot flounder",1992,"Spring",39.9103951725074,-71.0825515991466
"1110","fourspot flounder",1992,"Fall",40.4391886359021,-70.759579908386
"1111","fourspot flounder",1993,"Spring",40.0210514731335,-71.1642382565188
"1112","fourspot flounder",1993,"Fall",40.5397147273309,-70.046428899938
"1113","fourspot flounder",1994,"Spring",40.1030881101506,-70.4532929549062
"1114","fourspot flounder",1994,"Fall",40.4675949092078,-70.2466373804504
"1115","fourspot flounder",1995,"Spring",40.0054023084044,-70.8090890788522
"1116","fourspot flounder",1995,"Fall",40.4167817632115,-70.096126508499
"1117","fourspot flounder",1996,"Spring",39.9099795007958,-70.1734263757391
"1118","fourspot flounder",1996,"Fall",40.1863408496198,-71.1866130826251
"1119","fourspot flounder",1997,"Spring",39.6055234214221,-70.1898160132756
"1120","fourspot flounder",1997,"Fall",40.5351436091249,-70.7165246946303
"1121","fourspot flounder",1998,"Spring",40.0996842675846,-70.3867032141443
"1122","fourspot flounder",1998,"Fall",40.2325053490318,-70.5681618816743
"1123","fourspot flounder",1999,"Spring",40.0069846269133,-71.0634385554124
"1124","fourspot flounder",1999,"Fall",39.494109399051,-71.441965817455
"1125","fourspot flounder",2000,"Spring",40.1188160733669,-70.591250424178
"1126","fourspot flounder",2000,"Fall",40.4609346626083,-70.5135347722709
"1127","fourspot flounder",2001,"Spring",40.1360587353852,-70.8280328805067
"1128","fourspot flounder",2001,"Fall",40.642056035712,-69.8869381961234
"1129","fourspot flounder",2002,"Spring",40.2027300115601,-69.2625558587709
"1130","fourspot flounder",2002,"Fall",40.4478042435404,-70.7542444525884
"1131","fourspot flounder",2003,"Spring",40.1860903115349,-69.8376546883758
"1132","fourspot flounder",2003,"Fall",40.2212457215389,-70.3880921708115
"1133","fourspot flounder",2004,"Spring",39.8071394156227,-70.8266743808687
"1134","fourspot flounder",2004,"Fall",40.2819056410884,-70.9904749711303
"1135","fourspot flounder",2005,"Spring",40.004952898525,-69.9025390557074
"1136","fourspot flounder",2005,"Fall",40.4295601784085,-70.8771015995657
"1137","fourspot flounder",2006,"Spring",39.9874419530259,-70.604318721117
"1138","fourspot flounder",2006,"Fall",40.2462555551339,-71.2136602154442
"1139","fourspot flounder",2007,"Spring",40.4864000995189,-68.356735883166
"1140","fourspot flounder",2007,"Fall",40.2884361558763,-70.3105014258052
"1141","fourspot flounder",2008,"Spring",40.1670191141058,-69.8167587673125
"1142","fourspot flounder",2008,"Fall",40.8281655280913,-69.3951021167866
"1143","fourspot flounder",2009,"Spring",40.1162559213685,-70.2307816613766
"1144","fourspot flounder",2009,"Fall",39.8733630157394,-71.3084944853656
"1145","fourspot flounder",2010,"Spring",40.0590631553343,-70.1748252769586
"1146","fourspot flounder",2010,"Fall",40.3578281971802,-69.9231331974633
"1147","fourspot flounder",2011,"Spring",39.8889300729767,-70.5561509537444
"1148","fourspot flounder",2011,"Fall",39.8717715388233,-70.9340734058011
"1149","fourspot flounder",2012,"Spring",40.0834041977471,-70.8535164449225
"1150","fourspot flounder",2012,"Fall",40.1353413051445,-70.8947164788584
"1151","fourspot flounder",2013,"Spring",40.2212522520491,-69.1441331366871
"1152","fourspot flounder",2013,"Fall",40.3021499602217,-70.5447036387841
"1153","fourspot flounder",2014,"Spring",40.142776576769,-70.2554759953369
"1154","fourspot flounder",2014,"Fall",40.0580754737176,-70.844350094322
"1155","fourspot flounder",2015,"Spring",40.074490034035,-70.1369605132564
"1156","fourspot flounder",2015,"Fall",40.4101643125585,-69.958399104741
"1157","fourspot flounder",2016,"Spring",39.3711651721985,-71.4052331068205
"1158","fourspot flounder",2016,"Fall",40.0376677845172,-70.4390994480437
"1159","fourspot flounder",2017,"Spring",40.3129059765966,-68.9679189116578
"1160","fourspot flounder",2017,"Fall",41.6178194954101,-67.1274065096971
"1161","fourspot flounder",2018,"Spring",39.9236497396827,-69.3888663577278
"1162","fourspot flounder",2018,"Fall",40.2689535271287,-70.337734258994
"1163","fourspot flounder",2019,"Spring",40.2792132159308,-69.2709074743684
"1164","fourspot flounder",2019,"Fall",40.2922389615257,-69.9402021126749
"1165","goosefish",1970,"Spring",40.5935967573946,-70.4315835832217
"1166","goosefish",1970,"Fall",42.0613090219454,-69.4039916917068
"1167","goosefish",1971,"Spring",40.8758571060641,-69.9836586968707
"1168","goosefish",1971,"Fall",42.1451472969821,-69.8044744517929
"1169","goosefish",1972,"Spring",40.6546659793435,-70.6463542784569
"1170","goosefish",1972,"Fall",40.3299220160498,-71.4313060056368
"1171","goosefish",1973,"Spring",40.1399390285256,-71.3747637068672
"1172","goosefish",1973,"Fall",40.7711742166653,-69.8024532632364
"1173","goosefish",1974,"Spring",40.2268531534217,-71.0790814192692
"1174","goosefish",1974,"Fall",41.3131997661789,-70.1282573513278
"1175","goosefish",1975,"Spring",40.5496903504769,-70.6016529810571
"1176","goosefish",1975,"Fall",40.7118401968215,-70.5254413506394
"1177","goosefish",1976,"Spring",38.6936465828063,-72.6418354619603
"1178","goosefish",1976,"Fall",41.074152929368,-69.903202150231
"1179","goosefish",1977,"Spring",37.7013497801059,-73.5476883691094
"1180","goosefish",1977,"Fall",42.1695038891652,-69.2896569419621
"1181","goosefish",1978,"Spring",36.7391319891329,-74.1246997046823
"1182","goosefish",1978,"Fall",42.1616575032391,-69.2624405600515
"1183","goosefish",1979,"Spring",40.030605600911,-71.6883209876674
"1184","goosefish",1979,"Fall",41.4917041685442,-69.8951644391545
"1185","goosefish",1980,"Spring",40.2774387830734,-71.2930281896675
"1186","goosefish",1980,"Fall",41.3658324247473,-70.1752351807797
"1187","goosefish",1981,"Spring",39.3178320430169,-71.9504540014878
"1188","goosefish",1981,"Fall",40.7861572356485,-70.5451350129179
"1189","goosefish",1982,"Spring",38.1476221558,-73.5198215972929
"1190","goosefish",1982,"Fall",40.8209259445797,-70.5657751203288
"1191","goosefish",1983,"Spring",40.1329071978644,-71.4940867209189
"1192","goosefish",1983,"Fall",40.8987269004082,-70.6259517512312
"1193","goosefish",1984,"Spring",40.0264653140549,-71.5693174867106
"1194","goosefish",1984,"Fall",41.3873461238781,-69.8776428585045
"1195","goosefish",1985,"Spring",40.8191734684084,-70.1774336065923
"1196","goosefish",1985,"Fall",40.5848755866327,-70.6331684071139
"1197","goosefish",1986,"Spring",39.446609668859,-71.6827499778676
"1198","goosefish",1986,"Fall",41.8761177927294,-68.980204175389
"1199","goosefish",1987,"Spring",40.5642657586558,-70.2336466308471
"1200","goosefish",1987,"Fall",41.8355347568775,-69.9884133904443
"1201","goosefish",1988,"Spring",39.9453475847207,-70.9579139112098
"1202","goosefish",1988,"Fall",42.1128332402178,-69.5004026090507
"1203","goosefish",1989,"Spring",40.7803279141416,-70.182069510839
"1204","goosefish",1989,"Fall",41.2973312483623,-69.2083511757647
"1205","goosefish",1990,"Spring",40.5333741923388,-69.5471672354522
"1206","goosefish",1990,"Fall",41.4863720927456,-70.2295045847155
"1207","goosefish",1991,"Spring",40.4635229621898,-70.9952330923562
"1208","goosefish",1991,"Fall",40.8474880507998,-71.0100576051486
"1209","goosefish",1992,"Spring",42.3500703591912,-69.5950386085571
"1210","goosefish",1992,"Fall",41.7923694427357,-69.1837274897748
"1211","goosefish",1993,"Spring",42.0280064019369,-69.6201303132888
"1212","goosefish",1993,"Fall",42.2011922793452,-68.7120167509611
"1213","goosefish",1994,"Spring",40.9911922896151,-69.7704816422501
"1214","goosefish",1994,"Fall",41.6035151740942,-69.7485303436289
"1215","goosefish",1995,"Spring",41.7975730377039,-68.6211103004037
"1216","goosefish",1995,"Fall",42.0997304642066,-69.9031295634159
"1217","goosefish",1996,"Spring",41.6912123463759,-69.4617176667408
"1218","goosefish",1996,"Fall",42.3464604257737,-69.3858286561692
"1219","goosefish",1997,"Spring",38.5172250102757,-72.592360258976
"1220","goosefish",1997,"Fall",40.9771694001825,-70.1859852722674
"1221","goosefish",1998,"Spring",40.0815888100185,-71.3247233356346
"1222","goosefish",1998,"Fall",41.3201398993437,-69.9284507334836
"1223","goosefish",1999,"Spring",39.3676224242767,-71.8090273267272
"1224","goosefish",1999,"Fall",40.8638324221777,-70.8046785393688
"1225","goosefish",2000,"Spring",42.2089948556107,-69.4058298851965
"1226","goosefish",2000,"Fall",42.3951099693574,-69.3528534460192
"1227","goosefish",2001,"Spring",41.9019286080142,-69.8289074503494
"1228","goosefish",2001,"Fall",42.116724506952,-69.7358684535497
"1229","goosefish",2002,"Spring",41.9875123482152,-69.225792495157
"1230","goosefish",2002,"Fall",41.7470065203727,-69.8091930629305
"1231","goosefish",2003,"Spring",40.264312501494,-70.6415463716745
"1232","goosefish",2003,"Fall",41.1669515579104,-69.7619498573933
"1233","goosefish",2004,"Spring",41.9291867671758,-68.8131080785024
"1234","goosefish",2004,"Fall",40.7968749827279,-70.1963529984198
"1235","goosefish",2005,"Spring",41.8048891147605,-69.009187170586
"1236","goosefish",2005,"Fall",41.1536779319707,-69.3650728361374
"1237","goosefish",2006,"Spring",40.7750791999096,-69.7283083982578
"1238","goosefish",2006,"Fall",41.3356485912807,-68.3307645133547
"1239","goosefish",2007,"Spring",40.3036279356771,-70.7476338457485
"1240","goosefish",2007,"Fall",42.2191840073863,-69.4276495869471
"1241","goosefish",2008,"Spring",41.9577577445872,-70.2491504136622
"1242","goosefish",2008,"Fall",41.5354709123363,-68.7706748885343
"1243","goosefish",2009,"Spring",39.7565924955133,-71.1254476493429
"1244","goosefish",2009,"Fall",40.774851478005,-70.8153052000685
"1245","goosefish",2010,"Spring",41.1866266949477,-69.9881502354304
"1246","goosefish",2010,"Fall",41.3733964409476,-70.3285888117032
"1247","goosefish",2011,"Spring",39.9712309646445,-71.0949490724948
"1248","goosefish",2011,"Fall",41.5819318857742,-70.0504249969464
"1249","goosefish",2012,"Spring",39.8469594399422,-71.712323148719
"1250","goosefish",2012,"Fall",41.57398152776,-69.7487423341221
"1251","goosefish",2013,"Spring",40.896712506481,-69.2746062613746
"1252","goosefish",2013,"Fall",41.6990935897707,-70.0272171553588
"1253","goosefish",2014,"Spring",41.0571194295858,-70.0823107601682
"1254","goosefish",2014,"Fall",41.6821772086263,-69.9768279810904
"1255","goosefish",2015,"Spring",41.375305590244,-69.3525897230816
"1256","goosefish",2015,"Fall",42.0871860686631,-69.1488812985645
"1257","goosefish",2016,"Spring",41.0909604162667,-70.0176467879579
"1258","goosefish",2016,"Fall",42.1316747800745,-69.2827680008831
"1259","goosefish",2017,"Spring",40.9381051395985,-69.210718685004
"1260","goosefish",2017,"Fall",42.1508010775592,-67.6516120903026
"1261","goosefish",2018,"Spring",41.5372001428244,-68.4033597941435
"1262","goosefish",2018,"Fall",42.0441378520817,-69.2603931233524
"1263","goosefish",2019,"Spring",41.486307787371,-69.2933647349083
"1264","goosefish",2019,"Fall",41.8498122786712,-69.1130696036375
"1265","gulf stream flounder",1970,"Spring",39.898188326087,-71.3119566304348
"1266","gulf stream flounder",1970,"Fall",40.1847876313999,-70.7752083278337
"1267","gulf stream flounder",1971,"Spring",40.2900699651254,-70.7244504472972
"1268","gulf stream flounder",1971,"Fall",39.8617941490114,-71.8110936757843
"1269","gulf stream flounder",1972,"Spring",40.2977566017692,-71.3333417205039
"1270","gulf stream flounder",1972,"Fall",40.6091132440765,-70.7162826650207
"1271","gulf stream flounder",1973,"Spring",40.4792543455553,-70.3829508953767
"1272","gulf stream flounder",1973,"Fall",40.3973024867797,-70.541333763958
"1273","gulf stream flounder",1974,"Spring",40.5354921365022,-70.7184349388863
"1274","gulf stream flounder",1974,"Fall",40.6389208743951,-70.8489895405859
"1275","gulf stream flounder",1975,"Spring",40.4068825552948,-70.4756630694947
"1276","gulf stream flounder",1975,"Fall",40.6812132605332,-69.3346631757307
"1277","gulf stream flounder",1976,"Spring",40.4688503677448,-70.4913019028339
"1278","gulf stream flounder",1976,"Fall",40.5397207911459,-70.2180847391179
"1279","gulf stream flounder",1977,"Spring",40.184617751902,-69.6195923030333
"1280","gulf stream flounder",1977,"Fall",40.259988094941,-70.5284624242051
"1281","gulf stream flounder",1978,"Spring",39.9549711570736,-71.5768032557696
"1282","gulf stream flounder",1978,"Fall",39.6414092866119,-70.0710587177428
"1283","gulf stream flounder",1979,"Spring",40.5144076618809,-67.9716147605522
"1284","gulf stream flounder",1979,"Fall",40.0215776900347,-70.4346235117352
"1285","gulf stream flounder",1980,"Spring",40.1720754097513,-69.782610564895
"1286","gulf stream flounder",1980,"Fall",40.1784124165598,-71.3484634135732
"1287","gulf stream flounder",1981,"Spring",40.0944019118904,-71.1943495185943
"1288","gulf stream flounder",1981,"Fall",38.8850578441275,-72.3611329630819
"1289","gulf stream flounder",1982,"Spring",40.2981557426915,-71.1684346400382
"1290","gulf stream flounder",1982,"Fall",39.7250571126239,-71.1321013227362
"1291","gulf stream flounder",1983,"Spring",40.2424665734401,-69.7122090911103
"1292","gulf stream flounder",1983,"Fall",40.3362459241995,-71.3523510640747
"1293","gulf stream flounder",1984,"Spring",40.1881143778993,-71.170266195077
"1294","gulf stream flounder",1984,"Fall",40.4528447678944,-71.131511183607
"1295","gulf stream flounder",1985,"Spring",40.1848720252996,-71.0990947454419
"1296","gulf stream flounder",1985,"Fall",40.0833465149325,-70.8224321530071
"1297","gulf stream flounder",1986,"Spring",39.3032752261522,-73.6111446179758
"1298","gulf stream flounder",1986,"Fall",40.3651805569415,-71.2545329580408
